state,district,commodity,variety,arrival_date,min_price,max_price,modal_price
haryana,yamunanagar,ladiesfinger,bhindi,24-07-19,1000,1500,1500
haryana,yamunanagar,bittergourd,bittergourd,24-07-19,1800,2200,1800
haryana,yamunanagar,bottlegourd,bottlegourd,24-07-19,800,1600,1380
haryana,yamunanagar,colacasia,other,24-07-19,2000,2080,2080
haryana,yamunanagar,cucumbar,cucumbar,24-07-19,1600,1800,1600
haryana,yamunanagar,greenchilli,greenchilly,24-07-19,2270,3000,3000
haryana,yamunanagar,mango,other,24-07-19,1520,2340,1650
haryana,yamunanagar,onion,onion,24-07-19,1500,1600,1500
haryana,yamunanagar,potato,potato,24-07-19,800,1050,800
haryana,yamunanagar,pumpkin,pumpkin,24-07-19,800,1300,800
haryana,yamunanagar,ridgeguard,ridgeguard,24-07-19,1200,2170,1200
haryana,yamunanagar,tomato,tomato,24-07-19,3200,4000,4000
haryana,yamunanagar,banana,other,24-07-19,2000,2200,2100
haryana,yamunanagar,ladiesfinger,other,24-07-19,1200,1800,1500
haryana,yamunanagar,bittergourd,other,24-07-19,1400,1800,1500
haryana,yamunanagar,bottlegourd,other,24-07-19,900,1200,1000
haryana,yamunanagar,brinjal,other,24-07-19,900,1800,1500
haryana,yamunanagar,cabbage,other,24-07-19,800,1200,1000
haryana,yamunanagar,capsicum,capsicum,24-07-19,1200,2000,1800
haryana,yamunanagar,cauliflower,other,24-07-19,3000,3500,3200
haryana,yamunanagar,cucumbar,other,24-07-19,1200,1500,1400
haryana,yamunanagar,greenchilli,other,24-07-19,2000,2500,2200
haryana,yamunanagar,lemon,other,24-07-19,3200,4000,3500
haryana,yamunanagar,mango,other,24-07-19,1400,1800,1500
haryana,yamunanagar,onion,other,24-07-19,1400,1800,1500
haryana,yamunanagar,potato,other,24-07-19,650,800,700
haryana,yamunanagar,pumpkin,other,24-07-19,1000,1250,1200
haryana,yamunanagar,ridgeguard,other,24-07-19,1800,2500,2000
haryana,yamunanagar,tomato,other,24-07-19,2000,3000,2500
haryana,yamunanagar,apple,other,24-07-19,9000,9000,9000
haryana,yamunanagar,banana,bananaripe,24-07-19,2200,2600,2400
haryana,yamunanagar,ladiesfinger,bhindi,24-07-19,1200,1400,1300
haryana,yamunanagar,bottlegourd,bottlegourd,24-07-19,1800,2200,2000
haryana,yamunanagar,cauliflower,cauliflower,24-07-19,2000,3000,2500
haryana,yamunanagar,cucumbar,cucumbar,24-07-19,1000,2000,1500
haryana,yamunanagar,mango,other,24-07-19,1000,2000,1500
haryana,yamunanagar,onion,onion,24-07-19,1800,2000,1900
haryana,yamunanagar,potato,potato,24-07-19,800,1000,900
haryana,yamunanagar,tomato,tomato,24-07-19,3000,4000,3500
himachalpradesh,bilaspur,banana,other,24-07-19,3700,4300,3900
himachalpradesh,bilaspur,banana,other,24-07-19,3600,4000,3800
himachalpradesh,bilaspur,ladiesfinger,other,24-07-19,1800,3200,2600
himachalpradesh,bilaspur,bittergourd,bittergourd,24-07-19,1600,2600,2300
himachalpradesh,bilaspur,bottlegourd,other,24-07-19,1600,2800,2500
himachalpradesh,bilaspur,brinjal,other,24-07-19,1400,2000,1600
himachalpradesh,bilaspur,cabbage,other,24-07-19,1800,2400,2000
himachalpradesh,bilaspur,capsicum,other,24-07-19,3100,4800,4000
himachalpradesh,bilaspur,cauliflower,other,24-07-19,2100,3200,2700
himachalpradesh,bilaspur,colacasia,other,24-07-19,3100,4800,3900
himachalpradesh,bilaspur,coriander,other,24-07-19,7500,10000,8500
himachalpradesh,bilaspur,cucumbar,other,24-07-19,1400,2200,1800
himachalpradesh,bilaspur,frenchbeans,other,24-07-19,3100,4400,3700
himachalpradesh,bilaspur,greenchilli,other,24-07-19,3300,5400,4500
himachalpradesh,bilaspur,mango,other,24-07-19,3200,6500,5500
himachalpradesh,bilaspur,onion,other,24-07-19,1400,2400,1800
himachalpradesh,bilaspur,potato,other,24-07-19,1200,2100,1700
himachalpradesh,bilaspur,tomato,other,24-07-19,2500,3700,2900
himachalpradesh,chamba,banana,other,24-07-19,2400,2600,2500
himachalpradesh,chamba,ladiesfinger,bhindi,24-07-19,1400,2500,1950
himachalpradesh,chamba,bittergourd,other,24-07-19,3000,3300,3150
himachalpradesh,chamba,bottlegourd,other,24-07-19,1500,2500,2000
himachalpradesh,chamba,brinjal,other,24-07-19,1000,2000,1500
himachalpradesh,chamba,capsicum,other,24-07-19,2900,3100,3000
himachalpradesh,chamba,carrot,other,24-07-19,1900,2100,2000
himachalpradesh,chamba,greenchilli,other,24-07-19,1400,1600,1500
himachalpradesh,chamba,mango,other,24-07-19,3000,5000,4000
himachalpradesh,chamba,onion,other,24-07-19,1700,1900,1800
himachalpradesh,chamba,papaya,other,24-07-19,4900,5100,5000
himachalpradesh,chamba,potato,other,24-07-19,400,1000,700
himachalpradesh,chamba,spongegourd,other,24-07-19,4900,5100,5000
himachalpradesh,kangra,apple,other,24-07-19,7000,18000,12500
himachalpradesh,kangra,banana,other,24-07-19,3500,4000,3750
himachalpradesh,kangra,ladiesfinger,other,24-07-19,2000,2500,2250
himachalpradesh,kangra,bittergourd,other,24-07-19,2000,2500,2250
himachalpradesh,kangra,bottlegourd,other,24-07-19,2000,2500,2250
himachalpradesh,kangra,brinjal,other,24-07-19,2800,3000,2900
himachalpradesh,kangra,cabbage,other,24-07-19,2000,2500,2250
himachalpradesh,kangra,capsicum,other,24-07-19,4000,4500,4250
himachalpradesh,kangra,carrot,other,24-07-19,2500,3000,2750
himachalpradesh,kangra,cauliflower,other,24-07-19,2000,2200,2100
himachalpradesh,kangra,colacasia,colacasia,24-07-19,2500,3000,2750
himachalpradesh,kangra,coriander,other,24-07-19,5000,6000,5500
himachalpradesh,kangra,cucumbar,other,24-07-19,1400,1500,1450
himachalpradesh,kangra,frenchbeans,other,24-07-19,3500,4000,3750
himachalpradesh,kangra,ginger,other,24-07-19,20000,21000,20500
himachalpradesh,kangra,greenchilli,other,24-07-19,2500,3000,2750
himachalpradesh,kangra,lemon,other,24-07-19,5500,6000,5750
himachalpradesh,kangra,mango,other,24-07-19,4000,8000,6000
himachalpradesh,kangra,mousambi,other,24-07-19,4000,5000,4500
himachalpradesh,kangra,onion,other,24-07-19,2200,2300,2250
himachalpradesh,kangra,papaya,other,24-07-19,3500,4000,3750
himachalpradesh,kangra,peach,other,24-07-19,4000,5000,4500
himachalpradesh,kangra,pear,other,24-07-19,3000,4000,3500
himachalpradesh,kangra,peascod,other,24-07-19,6000,7000,6500
himachalpradesh,kangra,pineapple,other,24-07-19,2000,2500,2250
himachalpradesh,kangra,plum,other,24-07-19,4000,5000,4500
himachalpradesh,kangra,pomegranate,other,24-07-19,8000,9000,8500
himachalpradesh,kangra,potato,other,24-07-19,1200,1300,1250
himachalpradesh,kangra,pumpkin,other,24-07-19,800,1000,900
himachalpradesh,kangra,raddish,other,24-07-19,1000,1200,1100
himachalpradesh,kangra,spinach,other,24-07-19,1800,2000,1900
himachalpradesh,kangra,tomato,other,24-07-19,4000,4500,4250
himachalpradesh,kangra,apple,apple,24-07-19,5000,6000,6000
himachalpradesh,kangra,banana,bananaripe,24-07-19,2600,2800,2700
himachalpradesh,kangra,bittergourd,bittergourd,24-07-19,3000,3500,3000
himachalpradesh,kangra,bottlegourd,bottlegourd,24-07-19,3000,3200,3000
himachalpradesh,kangra,brinjal,brinjal,24-07-19,2400,2500,2500
himachalpradesh,kangra,cabbage,cabbage,24-07-19,2500,2500,2500
himachalpradesh,kangra,capsicum,capsicum,24-07-19,5000,5000,5000
himachalpradesh,kangra,cauliflower,cauliflower,24-07-19,2500,3000,3000
himachalpradesh,kangra,colacasia,colacasia,24-07-19,3500,3500,3500
himachalpradesh,kangra,cucumbar,cucumbar,24-07-19,2500,3000,3000
himachalpradesh,kangra,ginger,greenginger,24-07-19,20000,20000,20000
himachalpradesh,kangra,greenchilli,greenchilly,24-07-19,3000,3000,3000
himachalpradesh,kangra,lemon,lemon,24-07-19,5500,5500,5500
himachalpradesh,kangra,onion,1stsort,24-07-19,2000,2200,2200
himachalpradesh,kangra,papaya,other,24-07-19,2800,2800,2800
himachalpradesh,kangra,peaswet,peaswet,24-07-19,6500,6500,6500
himachalpradesh,kangra,potato,potato,24-07-19,1200,1300,1300
himachalpradesh,kangra,raddish,raddish,24-07-19,1800,1800,1800
himachalpradesh,kangra,tomato,tomato,24-07-19,2000,3500,3500
himachalpradesh,kangra,apple,other,24-07-19,7000,8000,7500
himachalpradesh,kangra,banana,other,24-07-19,2500,2600,2550
himachalpradesh,kangra,ladiesfinger,other,24-07-19,1400,1500,1450
himachalpradesh,kangra,bittergourd,other,24-07-19,1200,1500,1350
himachalpradesh,kangra,bottlegourd,other,24-07-19,1400,1500,1450
himachalpradesh,kangra,brinjal,other,24-07-19,1700,1800,1750
himachalpradesh,kangra,cabbage,other,24-07-19,1500,1600,1550
himachalpradesh,kangra,capsicum,other,24-07-19,2500,2600,2550
himachalpradesh,kangra,cauliflower,other,24-07-19,2000,2500,2250
himachalpradesh,kangra,cucumbar,other,24-07-19,1600,1700,1650
himachalpradesh,kangra,frenchbeans,other,24-07-19,3200,3300,3250
himachalpradesh,kangra,garlic,other,24-07-19,6000,6500,6250
himachalpradesh,kangra,ginger,other,24-07-19,18000,19000,18500
himachalpradesh,kangra,greenchilli,other,24-07-19,3000,3500,3250
himachalpradesh,kangra,lemon,other,24-07-19,5500,6000,5750
himachalpradesh,kangra,mango,dusheri,24-07-19,3000,3500,3250
himachalpradesh,kangra,mango,dusheri,24-07-19,2500,3000,2750
himachalpradesh,kangra,mango,dusheri,24-07-19,2000,2500,2250
himachalpradesh,kangra,mousambi,other,24-07-19,5500,6000,5750
himachalpradesh,kangra,onion,other,24-07-19,1700,1800,1750
himachalpradesh,kangra,papaya,other,24-07-19,2500,2600,2550
himachalpradesh,kangra,peascod,other,24-07-19,4000,4500,4250
himachalpradesh,kangra,pineapple,other,24-07-19,2800,3000,2900
himachalpradesh,kangra,pomegranate,other,24-07-19,8000,9000,8500
himachalpradesh,kangra,potato,other,24-07-19,1000,1100,1050
himachalpradesh,kangra,raddish,other,24-07-19,1000,1200,1100
himachalpradesh,kangra,tomato,other,24-07-19,3000,3500,3250
himachalpradesh,kangra,apple,american,24-07-19,7000,15000,11000
himachalpradesh,kangra,ladiesfinger,bhindi,24-07-19,1800,2400,2100
himachalpradesh,kangra,bittergourd,bittergourd,24-07-19,2000,2400,2200
himachalpradesh,kangra,bottlegourd,bottlegourd,24-07-19,1800,2200,2000
himachalpradesh,kangra,cabbage,cabbage,24-07-19,2000,2400,2200
himachalpradesh,kangra,capsicum,capsicum,24-07-19,3800,4200,4000
himachalpradesh,kangra,frenchbeans,frenchbeans,24-07-19,3200,3800,3500
himachalpradesh,kangra,greenchilli,greenchilly,24-07-19,2200,2800,2500
himachalpradesh,kangra,lemon,lemon,24-07-19,5000,6000,5500
himachalpradesh,kangra,mango,other,24-07-19,3000,7000,5000
himachalpradesh,kangra,mousambi,mousambi,24-07-19,4000,5000,4500
himachalpradesh,kangra,onion,1stsort,24-07-19,2100,2300,2200
himachalpradesh,kangra,pineapple,other,24-07-19,1800,2200,2000
himachalpradesh,kangra,pomegranate,other,24-07-19,7500,8500,8000
himachalpradesh,kangra,pumpkin,other,24-07-19,700,900,800
himachalpradesh,kangra,tomato,deshi,24-07-19,3500,4000,3750
himachalpradesh,kullu,cabbage,other,24-07-19,1000,1900,1450
himachalpradesh,kullu,capsicum,other,24-07-19,3600,4000,3800
himachalpradesh,kullu,cauliflower,other,24-07-19,700,3200,1950
himachalpradesh,kullu,cucumbar,other,24-07-19,800,1900,1350
himachalpradesh,kullu,frenchbeans,other,24-07-19,1500,2200,1850
himachalpradesh,kullu,pear,other,24-07-19,700,3100,1900
himachalpradesh,kullu,peaswet,other,24-07-19,2000,5000,3500
himachalpradesh,kullu,plum,other,24-07-19,2000,5500,3750
himachalpradesh,kullu,plum,plum,24-07-19,1600,5200,3400
himachalpradesh,kullu,squash,other,24-07-19,500,700,600
himachalpradesh,kullu,tomato,other,24-07-19,1200,3800,2500
himachalpradesh,kullu,apple,apple,24-07-19,2000,7500,4700
himachalpradesh,kullu,apricot,other,24-07-19,3000,4000,3500
himachalpradesh,kullu,banana,other,24-07-19,2800,3000,2900
himachalpradesh,kullu,ladiesfinger,other,24-07-19,2800,3000,2900
himachalpradesh,kullu,bittergourd,bittergourd,24-07-19,1500,2000,1700
himachalpradesh,kullu,bottlegourd,other,24-07-19,1500,1800,1650
himachalpradesh,kullu,brinjal,other,24-07-19,1400,3200,2300
himachalpradesh,kullu,cabbage,other,24-07-19,1500,1600,1550
himachalpradesh,kullu,capsicum,other,24-07-19,3500,4000,3700
himachalpradesh,kullu,carrot,other,24-07-19,1400,1700,1550
himachalpradesh,kullu,cauliflower,other,24-07-19,2000,2800,2400
himachalpradesh,kullu,coriander,other,24-07-19,10000,12000,11000
himachalpradesh,kullu,cucumbar,other,24-07-19,1300,1500,1400
himachalpradesh,kullu,frenchbeans,other,24-07-19,1400,1600,1500
himachalpradesh,kullu,garlic,other,24-07-19,9000,12000,10500
himachalpradesh,kullu,ginger,other,24-07-19,20000,22000,21000
himachalpradesh,kullu,greenchilli,other,24-07-19,2500,3200,2800
himachalpradesh,kullu,lemon,other,24-07-19,3500,3800,3650
himachalpradesh,kullu,mango,other,24-07-19,3800,5500,4400
himachalpradesh,kullu,onion,other,24-07-19,2000,2200,2100
himachalpradesh,kullu,papaya,other,24-07-19,4000,4200,4100
himachalpradesh,kullu,peach,other,24-07-19,1500,2500,2000
himachalpradesh,kullu,pear,other,24-07-19,1000,2700,1850
himachalpradesh,kullu,peaswet,other,24-07-19,4800,5500,5200
himachalpradesh,kullu,plum,other,24-07-19,4000,5500,4700
himachalpradesh,kullu,potato,other,24-07-19,1200,1800,1500
himachalpradesh,kullu,pumpkin,other,24-07-19,1400,1500,1450
himachalpradesh,kullu,raddish,other,24-07-19,500,600,550
himachalpradesh,kullu,spinach,other,24-07-19,2000,2400,2200
himachalpradesh,kullu,squash,other,24-07-19,300,600,450
himachalpradesh,kullu,tomato,other,24-07-19,2500,3800,3000
himachalpradesh,kullu,apple,other,24-07-19,2500,3500,3000
himachalpradesh,kullu,banana,other,24-07-19,2500,2800,2700
himachalpradesh,kullu,ladiesfinger,other,24-07-19,2000,2500,2200
himachalpradesh,kullu,bittergourd,other,24-07-19,1800,2000,1900
himachalpradesh,kullu,bottlegourd,other,24-07-19,2000,2500,2200
himachalpradesh,kullu,brinjal,other,24-07-19,2000,3000,2500
himachalpradesh,kullu,cabbage,other,24-07-19,1800,2000,1900
himachalpradesh,kullu,capsicum,other,24-07-19,4200,4500,4300
himachalpradesh,kullu,carrot,other,24-07-19,1500,2000,1700
himachalpradesh,kullu,cauliflower,other,24-07-19,1500,2200,1800
himachalpradesh,kullu,colacasia,colacasia,24-07-19,3200,3600,3400
himachalpradesh,kullu,coriander,other,24-07-19,8000,10000,9000
himachalpradesh,kullu,cucumbar,other,24-07-19,1200,1800,1500
himachalpradesh,kullu,frenchbeans,other,24-07-19,3500,4000,3800
himachalpradesh,kullu,ginger,other,24-07-19,16000,18000,17000
himachalpradesh,kullu,greenchilli,other,24-07-19,3500,4000,3800
himachalpradesh,kullu,lemon,other,24-07-19,5000,6000,5500
himachalpradesh,kullu,mango,other,24-07-19,2500,4500,3500
himachalpradesh,kullu,onion,other,24-07-19,2200,2400,2300
himachalpradesh,kullu,papaya,other,24-07-19,3700,3800,3800
himachalpradesh,kullu,pear,other,24-07-19,700,2000,1600
himachalpradesh,kullu,peaswet,other,24-07-19,6000,7000,6500
himachalpradesh,kullu,plum,other,24-07-19,3500,5500,4800
himachalpradesh,kullu,potato,other,24-07-19,1300,2300,1800
himachalpradesh,kullu,pumpkin,other,24-07-19,1800,2000,1900
himachalpradesh,kullu,raddish,other,24-07-19,800,1200,900
himachalpradesh,kullu,spinach,other,24-07-19,2200,2500,2300
himachalpradesh,kullu,squash,other,24-07-19,500,700,600
himachalpradesh,kullu,tomato,other,24-07-19,3000,3500,3200
himachalpradesh,kullu,cauliflower,other,24-07-19,500,2000,1500
himachalpradesh,kullu,cucumbar,other,24-07-19,1000,2000,1500
himachalpradesh,kullu,pear,other,24-07-19,400,2300,1300
himachalpradesh,kullu,peaswet,other,24-07-19,3000,4300,3600
himachalpradesh,kullu,raddish,other,24-07-19,600,1500,1000
himachalpradesh,kullu,spinach,other,24-07-19,1000,1200,1100
himachalpradesh,kullu,squash,other,24-07-19,400,1000,700
himachalpradesh,kullu,tomato,other,24-07-19,1000,3800,2800
himachalpradesh,kullu,apple,other,24-07-19,800,6600,3600
himachalpradesh,kullu,pear,other,24-07-19,400,2600,1500
himachalpradesh,mandi,cabbage,cabbage,24-07-19,1000,1500,1250
himachalpradesh,mandi,cauliflower,other,24-07-19,1200,1500,1350
himachalpradesh,mandi,frenchbeans,other,24-07-19,1500,1800,1650
himachalpradesh,mandi,potato,other,24-07-19,800,1000,900
himachalpradesh,mandi,raddish,other,24-07-19,500,700,600
himachalpradesh,mandi,tomato,other,24-07-19,1700,2500,2100
himachalpradesh,mandi,apple,other,24-07-19,2000,6000,4000
himachalpradesh,mandi,banana,other,24-07-19,2100,2500,2300
himachalpradesh,mandi,ladiesfinger,other,24-07-19,2000,2300,2150
himachalpradesh,mandi,bittergourd,other,24-07-19,2000,2200,2100
himachalpradesh,mandi,bottlegourd,other,24-07-19,1000,1500,1250
himachalpradesh,mandi,brinjal,other,24-07-19,1300,1800,1550
himachalpradesh,mandi,cabbage,other,24-07-19,1800,2500,2150
himachalpradesh,mandi,capsicum,other,24-07-19,3500,4000,3750
himachalpradesh,mandi,cauliflower,other,24-07-19,1000,1000,1000
himachalpradesh,mandi,cucumbar,other,24-07-19,1000,1500,1250
himachalpradesh,mandi,frenchbeans,other,24-07-19,1200,2000,1600
himachalpradesh,mandi,greenchilli,other,24-07-19,2500,3000,2750
himachalpradesh,mandi,lemon,other,24-07-19,5000,5000,5000
himachalpradesh,mandi,mango,dusheri,24-07-19,2000,4000,3000
himachalpradesh,mandi,onion,other,24-07-19,1700,1800,1750
himachalpradesh,mandi,peascod,other,24-07-19,2500,5500,4000
himachalpradesh,mandi,pomegranate,other,24-07-19,7000,8000,7500
himachalpradesh,mandi,potato,other,24-07-19,1000,1600,1300
himachalpradesh,mandi,pumpkin,other,24-07-19,700,1000,850
himachalpradesh,mandi,tomato,other,24-07-19,1200,4000,2800
himachalpradesh,mandi,apple,apple,24-07-19,3000,15000,15000
himachalpradesh,mandi,banana,bananaripe,24-07-19,1500,2500,2000
himachalpradesh,mandi,ladiesfinger,bhindi,24-07-19,1500,2500,2000
himachalpradesh,mandi,bittergourd,bittergourd,24-07-19,1800,2500,2000
himachalpradesh,mandi,bottlegourd,bottlegourd,24-07-19,800,1500,1200
himachalpradesh,mandi,brinjal,other,24-07-19,1000,2000,1500
himachalpradesh,mandi,cabbage,cabbage,24-07-19,1500,2200,1800
himachalpradesh,mandi,capsicum,capsicum,24-07-19,3000,5500,4500
himachalpradesh,mandi,carrot,carrot,24-07-19,1500,2500,2000
himachalpradesh,mandi,cauliflower,cauliflower,24-07-19,2000,2700,2500
himachalpradesh,mandi,colacasia,colacasia,24-07-19,2000,3000,2500
himachalpradesh,mandi,coriander,coriander,24-07-19,7000,10000,8000
himachalpradesh,mandi,cucumbar,cucumbar,24-07-19,1300,2200,1800
himachalpradesh,mandi,frenchbeans,frenchbeans,24-07-19,1000,2000,1500
himachalpradesh,mandi,garlic,other,24-07-19,5000,12000,10000
himachalpradesh,mandi,ginger,greenginger,24-07-19,16000,20000,16000
himachalpradesh,mandi,greenchilli,other,24-07-19,2000,3500,3000
himachalpradesh,mandi,lemon,lemon,24-07-19,5000,8000,7000
himachalpradesh,mandi,mango,other,24-07-19,2800,5000,4000
himachalpradesh,mandi,onion,onion,24-07-19,1600,2000,1800
himachalpradesh,mandi,papaya,papaya,24-07-19,1500,4500,4000
himachalpradesh,mandi,peascod,peascod,24-07-19,4000,6000,5500
himachalpradesh,mandi,potato,potato,24-07-19,1000,1600,1200
himachalpradesh,mandi,pumpkin,pumpkin,24-07-19,1000,1200,1000
himachalpradesh,mandi,raddish,raddish,24-07-19,800,1200,1000
himachalpradesh,mandi,spinach,other,24-07-19,1000,1500,1000
himachalpradesh,mandi,spongegourd,spongegourd,24-07-19,1500,2000,2000
himachalpradesh,mandi,squash,squash,24-07-19,1000,1500,1500
himachalpradesh,mandi,tomato,tomato,24-07-19,1300,4000,2500
himachalpradesh,mandi,apple,other,24-07-19,1000,5000,3200
himachalpradesh,mandi,bottlegourd,other,24-07-19,1500,1800,1700
himachalpradesh,mandi,cabbage,other,24-07-19,1300,1400,1300
himachalpradesh,mandi,capsicum,other,24-07-19,2000,4000,3000
himachalpradesh,mandi,cauliflower,other,24-07-19,1000,2700,1700
himachalpradesh,mandi,cucumbar,other,24-07-19,700,1400,1000
himachalpradesh,mandi,frenchbeans,other,24-07-19,1500,1600,1500
himachalpradesh,mandi,onion,other,24-07-19,1800,2100,2000
himachalpradesh,mandi,pear,other,24-07-19,500,3000,1800
himachalpradesh,mandi,peaswet,other,24-07-19,3000,5000,4500
himachalpradesh,mandi,plum,other,24-07-19,3000,4200,3600
himachalpradesh,mandi,potato,other,24-07-19,1100,1400,1200
himachalpradesh,mandi,tomato,other,24-07-19,600,3800,2800
himachalpradesh,shimla,apple,other,24-07-19,1250,4000,2625
himachalpradesh,shimla,banana,other,24-07-19,4000,5000,4500
himachalpradesh,shimla,ladiesfinger,bhindi,24-07-19,3000,3500,3250
himachalpradesh,shimla,brinjal,arkasheelamattigulla,24-07-19,1800,1900,1850
himachalpradesh,shimla,cabbage,other,24-07-19,1500,1800,1650
himachalpradesh,shimla,capsicum,capsicum,24-07-19,2000,2500,2250
himachalpradesh,shimla,cauliflower,cauliflower,24-07-19,3000,3500,3250
himachalpradesh,shimla,coriander,coriander,24-07-19,5000,6000,5500
himachalpradesh,shimla,greenchilli,greenchilly,24-07-19,3000,4500,3750
himachalpradesh,shimla,mango,badami,24-07-19,3000,4000,3500
himachalpradesh,shimla,onion,1stsort,24-07-19,1700,2200,1950
himachalpradesh,shimla,potato,other,24-07-19,1500,2000,1750
himachalpradesh,shimla,spinach,other,24-07-19,2000,2200,2100
himachalpradesh,shimla,tomato,deshi,24-07-19,800,2000,1400
himachalpradesh,shimla,ladiesfinger,bhindi,24-07-19,1000,1500,1250
himachalpradesh,shimla,bittergourd,bittergourd,24-07-19,2000,3000,2500
himachalpradesh,shimla,bottlegourd,bottlegourd,24-07-19,2000,2200,2100
himachalpradesh,shimla,brinjal,arkasheelamattigulla,24-07-19,1000,1500,1250
himachalpradesh,shimla,cabbage,other,24-07-19,2500,3000,2750
himachalpradesh,shimla,capsicum,other,24-07-19,2000,2500,2250
himachalpradesh,shimla,cauliflower,other,24-07-19,3000,3500,3250
himachalpradesh,shimla,coriander,coriander,24-07-19,15000,20000,17500
himachalpradesh,shimla,cucumbar,cucumbar,24-07-19,1000,1500,1250
himachalpradesh,shimla,elephantyam,elephantyam,24-07-19,2500,3000,2750
himachalpradesh,shimla,frenchbeans,other,24-07-19,2000,2500,2250
himachalpradesh,shimla,ginger,greenginger,24-07-19,15000,16000,15500
himachalpradesh,shimla,greenchilli,greenchilly,24-07-19,2000,4000,3000
himachalpradesh,shimla,jackfruit,jackfruit,24-07-19,2000,2300,2150
himachalpradesh,shimla,lemon,lemon,24-07-19,3000,5000,4000
himachalpradesh,shimla,mango,other,24-07-19,4000,7000,5500
himachalpradesh,shimla,mousambi,mousambi,24-07-19,7000,7500,7250
himachalpradesh,shimla,onion,1stsort,24-07-19,1900,2000,1950
himachalpradesh,shimla,papaya,other,24-07-19,4000,5000,4500
himachalpradesh,shimla,peach,other,24-07-19,4000,6000,5000
himachalpradesh,shimla,pear,other,24-07-19,4000,6000,5000
himachalpradesh,shimla,peaswet,other,24-07-19,4000,6000,5000
himachalpradesh,shimla,pomegranate,other,24-07-19,5000,10000,7500
himachalpradesh,shimla,potato,other,24-07-19,1400,2000,1700
himachalpradesh,shimla,pumpkin,other,24-07-19,1000,1200,1100
himachalpradesh,shimla,raddish,other,24-07-19,800,1500,1150
himachalpradesh,shimla,spinach,other,24-07-19,1000,1500,1250
himachalpradesh,shimla,tomato,deshi,24-07-19,3500,4200,3850
himachalpradesh,shimla,apple,delicious,24-07-19,5000,10500,7750
himachalpradesh,shimla,apple,other,24-07-19,2000,5750,3875
himachalpradesh,shimla,frenchbeans,other,24-07-19,1000,1200,1100
himachalpradesh,shimla,apple,other,24-07-19,1500,2500,2000
himachalpradesh,shimla,cabbage,other,24-07-19,2000,2200,2100
himachalpradesh,shimla,capsicum,capsicum,24-07-19,3000,4000,3500
himachalpradesh,shimla,cauliflower,other,24-07-19,2000,2200,2100
himachalpradesh,shimla,cucumbar,cucumbar,24-07-19,800,1000,900
himachalpradesh,shimla,frenchbeans,other,24-07-19,1500,2000,1750
himachalpradesh,shimla,mango,badami,24-07-19,4000,5000,4500
himachalpradesh,shimla,pear,other,24-07-19,1300,1500,1400
himachalpradesh,shimla,potato,other,24-07-19,1600,2000,1800
himachalpradesh,shimla,raddish,other,24-07-19,800,1000,900
himachalpradesh,shimla,tomato,deshi,24-07-19,4500,5000,4750
himachalpradesh,shimla,capsicum,other,24-07-19,3000,4000,3500
himachalpradesh,shimla,cauliflower,cauliflower,24-07-19,2000,2200,2100
himachalpradesh,shimla,frenchbeans,other,24-07-19,1500,2000,1750
himachalpradesh,shimla,peaswet,other,24-07-19,4000,5000,4500
himachalpradesh,shimla,potato,other,24-07-19,1600,2000,1800
himachalpradesh,solan,apple,apple,24-07-19,4000,9500,7500
himachalpradesh,solan,banana,other,24-07-19,1200,2500,2000
himachalpradesh,solan,ladiesfinger,other,24-07-19,1500,2000,1800
himachalpradesh,solan,bittergourd,other,24-07-19,1800,2000,1900
himachalpradesh,solan,bottlegourd,other,24-07-19,1500,2000,1800
himachalpradesh,solan,brinjal,other,24-07-19,2000,2300,2200
himachalpradesh,solan,cabbage,other,24-07-19,2500,2800,2600
himachalpradesh,solan,capsicum,capsicum,24-07-19,1000,2800,2200
himachalpradesh,solan,carrot,other,24-07-19,2500,2800,2600
himachalpradesh,solan,cauliflower,other,24-07-19,1500,2000,1800
himachalpradesh,solan,colacasia,other,24-07-19,2500,3000,2800
himachalpradesh,solan,coriander,other,24-07-19,5000,10000,9000
himachalpradesh,solan,cucumbar,other,24-07-19,1000,1500,1200
himachalpradesh,solan,frenchbeans,other,24-07-19,1000,2000,1800
himachalpradesh,solan,garlic,other,24-07-19,5000,12000,8000
himachalpradesh,solan,ginger,other,24-07-19,10000,12000,11500
himachalpradesh,solan,greenchilli,other,24-07-19,2500,3000,2800
himachalpradesh,solan,lemon,other,24-07-19,6500,7000,7000
himachalpradesh,solan,mango,dusheri,24-07-19,3000,4000,3500
himachalpradesh,solan,mango,langra,24-07-19,2000,4500,4000
himachalpradesh,solan,mashrooms,other,24-07-19,10000,12000,11000
himachalpradesh,solan,onion,other,24-07-19,1600,1800,1800
himachalpradesh,solan,papaya,other,24-07-19,3500,4200,4000
himachalpradesh,solan,peach,other,24-07-19,2500,3500,3000
himachalpradesh,solan,peascod,other,24-07-19,5000,5500,5200
himachalpradesh,solan,pomegranate,other,24-07-19,6000,9000,8000
himachalpradesh,solan,potato,other,24-07-19,700,1600,1400
himachalpradesh,solan,pumpkin,other,24-07-19,1000,1200,1100
himachalpradesh,solan,raddish,other,24-07-19,700,1000,900
himachalpradesh,solan,spinach,other,24-07-19,1000,1200,1100
himachalpradesh,solan,spongegourd,other,24-07-19,2500,2800,2600
himachalpradesh,solan,tomato,other,24-07-19,800,4200,2800
